sni_id,lan,year,forv_kvn_bio
totalt_tota,1,2008,11062.657
totalt_tota,1,2009,11094.648
totalt_tota,1,2010,11485.897
totalt_tota,1,2011,11808.326
totalt_tota,1,2012,11911.714
totalt_tota,1,2013,11931.95
totalt_tota,1,2014,11867.65
totalt_tota,1,2015,12143.845
totalt_tota,1,2016,12471.557
totalt_tota,1,2017,12584.55
totalt_tota,1,2018,12496.014
totalt_tota,1,2019,12946.091
marknadsproduktion_varo,1,2008,9442.03
marknadsproduktion_varo,1,2009,9501.75
marknadsproduktion_varo,1,2010,9795.78
marknadsproduktion_varo,1,2011,10059.07
marknadsproduktion_varo,1,2012,10064.95
marknadsproduktion_varo,1,2013,10048.93
marknadsproduktion_varo,1,2014,9944.56
marknadsproduktion_varo,1,2015,10164.75
marknadsproduktion_varo,1,2016,10428.03
marknadsproduktion_varo,1,2017,10513.04
marknadsproduktion_varo,1,2018,10432.26
marknadsproduktion_varo,1,2019,10771.76
marknadsproduktion_tjan,1,2008,1620.627
marknadsproduktion_tjan,1,2009,1592.898
marknadsproduktion_tjan,1,2010,1690.117
marknadsproduktion_tjan,1,2011,1749.256
marknadsproduktion_tjan,1,2012,1846.764
marknadsproduktion_tjan,1,2013,1883.02
marknadsproduktion_tjan,1,2014,1923.09
marknadsproduktion_tjan,1,2015,1979.095
marknadsproduktion_tjan,1,2016,2043.527
marknadsproduktion_tjan,1,2017,2071.51
marknadsproduktion_tjan,1,2018,2063.754
marknadsproduktion_tjan,1,2019,2174.331
offentl_mynd,1,2008,0
offentl_mynd,1,2009,0
offentl_mynd,1,2010,0
offentl_mynd,1,2011,0
offentl_mynd,1,2012,0
offentl_mynd,1,2013,0
offentl_mynd,1,2014,0
offentl_mynd,1,2015,0
offentl_mynd,1,2016,0
offentl_mynd,1,2017,0
offentl_mynd,1,2018,0
offentl_mynd,1,2019,0
privat_kons,1,2008,
privat_kons,1,2009,
privat_kons,1,2010,
privat_kons,1,2011,
privat_kons,1,2012,
privat_kons,1,2013,
privat_kons,1,2014,
privat_kons,1,2015,
privat_kons,1,2016,
privat_kons,1,2017,
privat_kons,1,2018,
privat_kons,1,2019,
bransch_ospe,1,2008,0
bransch_ospe,1,2009,0
bransch_ospe,1,2010,0
bransch_ospe,1,2011,0
bransch_ospe,1,2012,0
bransch_ospe,1,2013,0
bransch_ospe,1,2014,0
bransch_ospe,1,2015,0
bransch_ospe,1,2016,0
bransch_ospe,1,2017,0
bransch_ospe,1,2018,0
bransch_ospe,1,2019,0
totalt_tota,2,2008,1871.726
totalt_tota,2,2009,1816.836
totalt_tota,2,2010,1867.837
totalt_tota,2,2011,2007.511
totalt_tota,2,2012,2156.404
totalt_tota,2,2013,2183.786
totalt_tota,2,2014,2186.205
totalt_tota,2,2015,2206.099
totalt_tota,2,2016,2174.819
totalt_tota,2,2017,2222.83
totalt_tota,2,2018,2169.419
totalt_tota,2,2019,2323.161
marknadsproduktion_varo,2,2008,1712.78
marknadsproduktion_varo,2,2009,1657.2
marknadsproduktion_varo,2,2010,1705.35
marknadsproduktion_varo,2,2011,1838.11
marknadsproduktion_varo,2,2012,1984.57
marknadsproduktion_varo,2,2013,2008.75
marknadsproduktion_varo,2,2014,2012.15
marknadsproduktion_varo,2,2015,2025.86
marknadsproduktion_varo,2,2016,1985.68
marknadsproduktion_varo,2,2017,2032.07
marknadsproduktion_varo,2,2018,1977.71
marknadsproduktion_varo,2,2019,2115.44
marknadsproduktion_tjan,2,2008,158.946
marknadsproduktion_tjan,2,2009,159.636
marknadsproduktion_tjan,2,2010,162.487
marknadsproduktion_tjan,2,2011,169.401
marknadsproduktion_tjan,2,2012,171.834
marknadsproduktion_tjan,2,2013,175.036
marknadsproduktion_tjan,2,2014,174.055
marknadsproduktion_tjan,2,2015,180.239
marknadsproduktion_tjan,2,2016,189.139
marknadsproduktion_tjan,2,2017,190.76
marknadsproduktion_tjan,2,2018,191.709
marknadsproduktion_tjan,2,2019,207.721
offentl_mynd,2,2008,0
offentl_mynd,2,2009,0
offentl_mynd,2,2010,0
offentl_mynd,2,2011,0
offentl_mynd,2,2012,0
offentl_mynd,2,2013,0
offentl_mynd,2,2014,0
offentl_mynd,2,2015,0
offentl_mynd,2,2016,0
offentl_mynd,2,2017,0
offentl_mynd,2,2018,0
offentl_mynd,2,2019,0
privat_kons,2,2008,
privat_kons,2,2009,
privat_kons,2,2010,
privat_kons,2,2011,
privat_kons,2,2012,
privat_kons,2,2013,
privat_kons,2,2014,
privat_kons,2,2015,
privat_kons,2,2016,
privat_kons,2,2017,
privat_kons,2,2018,
privat_kons,2,2019,
bransch_ospe,2,2008,0
bransch_ospe,2,2009,0
bransch_ospe,2,2010,0
bransch_ospe,2,2011,0
bransch_ospe,2,2012,0
bransch_ospe,2,2013,0
bransch_ospe,2,2014,0
bransch_ospe,2,2015,0
bransch_ospe,2,2016,0
bransch_ospe,2,2017,0
bransch_ospe,2,2018,0
bransch_ospe,2,2019,0
totalt_tota,3,2008,2003.768
totalt_tota,3,2009,1913.424
totalt_tota,3,2010,1987.434
totalt_tota,3,2011,2110.563
totalt_tota,3,2012,2029.128
totalt_tota,3,2013,2076.07
totalt_tota,3,2014,2089.251
totalt_tota,3,2015,2015.014
totalt_tota,3,2016,2009.2
totalt_tota,3,2017,2043.008
totalt_tota,3,2018,2007.006
totalt_tota,3,2019,2103.4
marknadsproduktion_varo,3,2008,1887.12
marknadsproduktion_varo,3,2009,1799.4
marknadsproduktion_varo,3,2010,1858.6
marknadsproduktion_varo,3,2011,1969.72
marknadsproduktion_varo,3,2012,1882.13
marknadsproduktion_varo,3,2013,1932.84
marknadsproduktion_varo,3,2014,1948.86
marknadsproduktion_varo,3,2015,1873.15
marknadsproduktion_varo,3,2016,1863.99
marknadsproduktion_varo,3,2017,1896.75
marknadsproduktion_varo,3,2018,1860.38
marknadsproduktion_varo,3,2019,1952.75
marknadsproduktion_tjan,3,2008,116.648
marknadsproduktion_tjan,3,2009,114.024
marknadsproduktion_tjan,3,2010,128.834
marknadsproduktion_tjan,3,2011,140.843
marknadsproduktion_tjan,3,2012,146.998
marknadsproduktion_tjan,3,2013,143.23
marknadsproduktion_tjan,3,2014,140.391
marknadsproduktion_tjan,3,2015,141.864
marknadsproduktion_tjan,3,2016,145.21
marknadsproduktion_tjan,3,2017,146.258
marknadsproduktion_tjan,3,2018,146.626
marknadsproduktion_tjan,3,2019,150.65
offentl_mynd,3,2008,0
offentl_mynd,3,2009,0
offentl_mynd,3,2010,0
offentl_mynd,3,2011,0
offentl_mynd,3,2012,0
offentl_mynd,3,2013,0
offentl_mynd,3,2014,0
offentl_mynd,3,2015,0
offentl_mynd,3,2016,0
offentl_mynd,3,2017,0
offentl_mynd,3,2018,0
offentl_mynd,3,2019,0
privat_kons,3,2008,
privat_kons,3,2009,
