sni_id,gender,year,forv_tot_bio
bransch_ospe,1,2000,
bransch_ospe,1,2001,
bransch_ospe,1,2002,
bransch_ospe,1,2003,
bransch_ospe,1,2004,
bransch_ospe,1,2005,
bransch_ospe,1,2006,
bransch_ospe,1,2007,
bransch_ospe,1,2008,0
bransch_ospe,1,2009,0
bransch_ospe,1,2010,0
bransch_ospe,1,2011,0
bransch_ospe,1,2012,0
bransch_ospe,1,2013,0
bransch_ospe,1,2014,0
bransch_ospe,1,2015,0
bransch_ospe,1,2016,0
bransch_ospe,1,2017,0
bransch_ospe,1,2018,0
bransch_ospe,1,2019,0
bransch_ospe,1,2020,
bransch_ospe,1,2021,
bransch_ospe,1,2022,
bransch_ospe,1,2023,
marknadsproduktion_tjan,1,2000,
marknadsproduktion_tjan,1,2001,
marknadsproduktion_tjan,1,2002,
marknadsproduktion_tjan,1,2003,
marknadsproduktion_tjan,1,2004,
marknadsproduktion_tjan,1,2005,
marknadsproduktion_tjan,1,2006,
marknadsproduktion_tjan,1,2007,
marknadsproduktion_tjan,1,2008,11079.658
marknadsproduktion_tjan,1,2009,10780.183
marknadsproduktion_tjan,1,2010,11441.872
marknadsproduktion_tjan,1,2011,11692.507
marknadsproduktion_tjan,1,2012,12280.194
marknadsproduktion_tjan,1,2013,12375.648
marknadsproduktion_tjan,1,2014,12473.695
marknadsproduktion_tjan,1,2015,12844.154
marknadsproduktion_tjan,1,2016,13146.818
marknadsproduktion_tjan,1,2017,13300.42
marknadsproduktion_tjan,1,2018,13333.887
marknadsproduktion_tjan,1,2019,14041.22
marknadsproduktion_tjan,1,2020,
marknadsproduktion_tjan,1,2021,
marknadsproduktion_tjan,1,2022,
marknadsproduktion_tjan,1,2023,
marknadsproduktion_varo,1,2000,
marknadsproduktion_varo,1,2001,
marknadsproduktion_varo,1,2002,
marknadsproduktion_varo,1,2003,
marknadsproduktion_varo,1,2004,
marknadsproduktion_varo,1,2005,
marknadsproduktion_varo,1,2006,
marknadsproduktion_varo,1,2007,
marknadsproduktion_varo,1,2008,148933.38
marknadsproduktion_varo,1,2009,143307.44
marknadsproduktion_varo,1,2010,145296.16
marknadsproduktion_varo,1,2011,156463.88
marknadsproduktion_varo,1,2012,156213.21
marknadsproduktion_varo,1,2013,154050.45
marknadsproduktion_varo,1,2014,153655.16
marknadsproduktion_varo,1,2015,152660.02
marknadsproduktion_varo,1,2016,150651.82
marknadsproduktion_varo,1,2017,153050.13
marknadsproduktion_varo,1,2018,150858.38
marknadsproduktion_varo,1,2019,155711.25
marknadsproduktion_varo,1,2020,
marknadsproduktion_varo,1,2021,
marknadsproduktion_varo,1,2022,
marknadsproduktion_varo,1,2023,
offentl_mynd,1,2000,
offentl_mynd,1,2001,
offentl_mynd,1,2002,
offentl_mynd,1,2003,
offentl_mynd,1,2004,
offentl_mynd,1,2005,
offentl_mynd,1,2006,
offentl_mynd,1,2007,
offentl_mynd,1,2008,0
offentl_mynd,1,2009,0
offentl_mynd,1,2010,0
offentl_mynd,1,2011,0
offentl_mynd,1,2012,0
offentl_mynd,1,2013,0
offentl_mynd,1,2014,0
offentl_mynd,1,2015,0
offentl_mynd,1,2016,0
offentl_mynd,1,2017,0
offentl_mynd,1,2018,0
offentl_mynd,1,2019,0
offentl_mynd,1,2020,
offentl_mynd,1,2021,
offentl_mynd,1,2022,
offentl_mynd,1,2023,
privat_kons,1,2000,
privat_kons,1,2001,
privat_kons,1,2002,
privat_kons,1,2003,
privat_kons,1,2004,
privat_kons,1,2005,
privat_kons,1,2006,
privat_kons,1,2007,
privat_kons,1,2008,0
privat_kons,1,2009,0
privat_kons,1,2010,0
privat_kons,1,2011,0
privat_kons,1,2012,0
privat_kons,1,2013,0
privat_kons,1,2014,0
privat_kons,1,2015,0
privat_kons,1,2016,0
privat_kons,1,2017,0
privat_kons,1,2018,0
privat_kons,1,2019,0
privat_kons,1,2020,
privat_kons,1,2021,
privat_kons,1,2022,
privat_kons,1,2023,
totalt_tota,1,2000,
totalt_tota,1,2001,
totalt_tota,1,2002,
totalt_tota,1,2003,
totalt_tota,1,2004,
totalt_tota,1,2005,
totalt_tota,1,2006,
totalt_tota,1,2007,
totalt_tota,1,2008,160013.038
totalt_tota,1,2009,154087.623
totalt_tota,1,2010,156738.032
totalt_tota,1,2011,168156.387
totalt_tota,1,2012,168493.404
totalt_tota,1,2013,166426.098
totalt_tota,1,2014,166128.855
totalt_tota,1,2015,165504.174
totalt_tota,1,2016,163798.638
totalt_tota,1,2017,166350.55
totalt_tota,1,2018,164192.267
totalt_tota,1,2019,169752.47
totalt_tota,1,2020,
totalt_tota,1,2021,
totalt_tota,1,2022,
totalt_tota,1,2023,
bransch_ospe,2,2000,
bransch_ospe,2,2001,
bransch_ospe,2,2002,
bransch_ospe,2,2003,
bransch_ospe,2,2004,
bransch_ospe,2,2005,
bransch_ospe,2,2006,
bransch_ospe,2,2007,
bransch_ospe,2,2008,0
bransch_ospe,2,2009,0
bransch_ospe,2,2010,0
bransch_ospe,2,2011,0
bransch_ospe,2,2012,0
bransch_ospe,2,2013,0
bransch_ospe,2,2014,0
bransch_ospe,2,2015,0
bransch_ospe,2,2016,0
bransch_ospe,2,2017,0
bransch_ospe,2,2018,0
bransch_ospe,2,2019,0
bransch_ospe,2,2020,
bransch_ospe,2,2021,
bransch_ospe,2,2022,
bransch_ospe,2,2023,
marknadsproduktion_tjan,2,2000,
marknadsproduktion_tjan,2,2001,
marknadsproduktion_tjan,2,2002,
marknadsproduktion_tjan,2,2003,
marknadsproduktion_tjan,2,2004,
marknadsproduktion_tjan,2,2005,
marknadsproduktion_tjan,2,2006,
marknadsproduktion_tjan,2,2007,
marknadsproduktion_tjan,2,2008,11069.592
marknadsproduktion_tjan,2,2009,10707.752
marknadsproduktion_tjan,2,2010,11612.534
marknadsproduktion_tjan,2,2011,12260.186
marknadsproduktion_tjan,2,2012,12691.916
marknadsproduktion_tjan,2,2013,13098.656
marknadsproduktion_tjan,2,2014,13354.192
marknadsproduktion_tjan,2,2015,13920.664
marknadsproduktion_tjan,2,2016,14396.186
marknadsproduktion_tjan,2,2017,14915.302
marknadsproduktion_tjan,2,2018,15099.026
marknadsproduktion_tjan,2,2019,15334.402
marknadsproduktion_tjan,2,2020,
marknadsproduktion_tjan,2,2021,
marknadsproduktion_tjan,2,2022,
marknadsproduktion_tjan,2,2023,
marknadsproduktion_varo,2,2000,
marknadsproduktion_varo,2,2001,
marknadsproduktion_varo,2,2002,
marknadsproduktion_varo,2,2003,
marknadsproduktion_varo,2,2004,
marknadsproduktion_varo,2,2005,
marknadsproduktion_varo,2,2006,
marknadsproduktion_varo,2,2007,
marknadsproduktion_varo,2,2008,505849.88
marknadsproduktion_varo,2,2009,489966.9
marknadsproduktion_varo,2,2010,506266.06
marknadsproduktion_varo,2,2011,520095.96
marknadsproduktion_varo,2,2012,512580.82
marknadsproduktion_varo,2,2013,494384.44
marknadsproduktion_varo,2,2014,491619.02
marknadsproduktion_varo,2,2015,491508.66
marknadsproduktion_varo,2,2016,495794.38
marknadsproduktion_varo,2,2017,498952.24
marknadsproduktion_varo,2,2018,488400.48
marknadsproduktion_varo,2,2019,495151.7
marknadsproduktion_varo,2,2020,
marknadsproduktion_varo,2,2021,
marknadsproduktion_varo,2,2022,
marknadsproduktion_varo,2,2023,
offentl_mynd,2,2000,
offentl_mynd,2,2001,
offentl_mynd,2,2002,
offentl_mynd,2,2003,
offentl_mynd,2,2004,
offentl_mynd,2,2005,
offentl_mynd,2,2006,
offentl_mynd,2,2007,
offentl_mynd,2,2008,0
offentl_mynd,2,2009,0
offentl_mynd,2,2010,0
offentl_mynd,2,2011,0
offentl_mynd,2,2012,0
offentl_mynd,2,2013,0
offentl_mynd,2,2014,0
offentl_mynd,2,2015,0
offentl_mynd,2,2016,0
offentl_mynd,2,2017,0
offentl_mynd,2,2018,0
offentl_mynd,2,2019,0
offentl_mynd,2,2020,
offentl_mynd,2,2021,
offentl_mynd,2,2022,
offentl_mynd,2,2023,
privat_kons,2,2000,
privat_kons,2,2001,
privat_kons,2,2002,
privat_kons,2,2003,
privat_kons,2,2004,
privat_kons,2,2005,
privat_kons,2,2006,
privat_kons,2,2007,
privat_kons,2,2008,0
privat_kons,2,2009,0
privat_kons,2,2010,0
privat_kons,2,2011,0
privat_kons,2,2012,0
privat_kons,2,2013,0
privat_kons,2,2014,0
privat_kons,2,2015,0
privat_kons,2,2016,0
privat_kons,2,2017,0
privat_kons,2,2018,0
privat_kons,2,2019,0
privat_kons,2,2020,
privat_kons,2,2021,
privat_kons,2,2022,
privat_kons,2,2023,
totalt_tota,2,2000,
totalt_tota,2,2001,
totalt_tota,2,2002,
totalt_tota,2,2003,
totalt_tota,2,2004,
totalt_tota,2,2005,
totalt_tota,2,2006,
totalt_tota,2,2007,
totalt_tota,2,2008,516919.472
totalt_tota,2,2009,500674.652
totalt_tota,2,2010,517878.594
totalt_tota,2,2011,532356.146
totalt_tota,2,2012,525272.736
totalt_tota,2,2013,507483.096
totalt_tota,2,2014,504973.212
totalt_tota,2,2015,505429.324
totalt_tota,2,2016,510190.566
totalt_tota,2,2017,513867.542
totalt_tota,2,2018,503499.506
totalt_tota,2,2019,510486.102
totalt_tota,2,2020,
totalt_tota,2,2021,
totalt_tota,2,2022,
totalt_tota,2,2023,
