sni_id,lan,year,forv_tot_bio
totalt_tota,1,2008,40536.937
totalt_tota,1,2009,40740.453
totalt_tota,1,2010,42828.923
totalt_tota,1,2011,42429.314
totalt_tota,1,2012,42408.809
totalt_tota,1,2013,41219.07
totalt_tota,1,2014,41057.413
totalt_tota,1,2015,41990.786
totalt_tota,1,2016,43101.604
totalt_tota,1,2017,43549.694
totalt_tota,1,2018,42600.431
totalt_tota,1,2019,43362.089
marknadsproduktion_varo,1,2008,37189.58
marknadsproduktion_varo,1,2009,37425.55
marknadsproduktion_varo,1,2010,39300.15
marknadsproduktion_varo,1,2011,38749.42
marknadsproduktion_varo,1,2012,38548.16
marknadsproduktion_varo,1,2013,37246.01
marknadsproduktion_varo,1,2014,37004.34
marknadsproduktion_varo,1,2015,37807.93
marknadsproduktion_varo,1,2016,38799.31
marknadsproduktion_varo,1,2017,39160.8
marknadsproduktion_varo,1,2018,38206.44
marknadsproduktion_varo,1,2019,38790.88
marknadsproduktion_tjan,1,2008,3347.357
marknadsproduktion_tjan,1,2009,3314.903
marknadsproduktion_tjan,1,2010,3528.773
marknadsproduktion_tjan,1,2011,3679.894
marknadsproduktion_tjan,1,2012,3860.649
marknadsproduktion_tjan,1,2013,3973.06
marknadsproduktion_tjan,1,2014,4053.073
marknadsproduktion_tjan,1,2015,4182.856
marknadsproduktion_tjan,1,2016,4302.294
marknadsproduktion_tjan,1,2017,4388.894
marknadsproduktion_tjan,1,2018,4393.991
marknadsproduktion_tjan,1,2019,4571.209
offentl_mynd,1,2008,0
offentl_mynd,1,2009,0
offentl_mynd,1,2010,0
offentl_mynd,1,2011,0
offentl_mynd,1,2012,0
offentl_mynd,1,2013,0
offentl_mynd,1,2014,0
offentl_mynd,1,2015,0
offentl_mynd,1,2016,0
offentl_mynd,1,2017,0
offentl_mynd,1,2018,0
offentl_mynd,1,2019,0
privat_kons,1,2008,
privat_kons,1,2009,
privat_kons,1,2010,
privat_kons,1,2011,
privat_kons,1,2012,
privat_kons,1,2013,
privat_kons,1,2014,
privat_kons,1,2015,
privat_kons,1,2016,
privat_kons,1,2017,
privat_kons,1,2018,
privat_kons,1,2019,
bransch_ospe,1,2008,0
bransch_ospe,1,2009,0
bransch_ospe,1,2010,0
bransch_ospe,1,2011,0
bransch_ospe,1,2012,0
bransch_ospe,1,2013,0
bransch_ospe,1,2014,0
bransch_ospe,1,2015,0
bransch_ospe,1,2016,0
bransch_ospe,1,2017,0
bransch_ospe,1,2018,0
bransch_ospe,1,2019,0
totalt_tota,2,2008,8920.077
totalt_tota,2,2009,8690.847
totalt_tota,2,2010,9026.826
totalt_tota,2,2011,9281.265
totalt_tota,2,2012,9526.095
totalt_tota,2,2013,9406.907
totalt_tota,2,2014,9350.579
totalt_tota,2,2015,9390.967
totalt_tota,2,2016,9501.027
totalt_tota,2,2017,9543.48
totalt_tota,2,2018,9333.892
totalt_tota,2,2019,9694.89
marknadsproduktion_varo,2,2008,8608.92
marknadsproduktion_varo,2,2009,8379.32
marknadsproduktion_varo,2,2010,8701.47
marknadsproduktion_varo,2,2011,8933.49
marknadsproduktion_varo,2,2012,9176.86
marknadsproduktion_varo,2,2013,9043.89
marknadsproduktion_varo,2,2014,8986.24
marknadsproduktion_varo,2,2015,9009.98
marknadsproduktion_varo,2,2016,9104.56
marknadsproduktion_varo,2,2017,9133.74
marknadsproduktion_varo,2,2018,8927.05
marknadsproduktion_varo,2,2019,9265.11
marknadsproduktion_tjan,2,2008,311.157
marknadsproduktion_tjan,2,2009,311.527
marknadsproduktion_tjan,2,2010,325.356
marknadsproduktion_tjan,2,2011,347.775
marknadsproduktion_tjan,2,2012,349.235
marknadsproduktion_tjan,2,2013,363.017
marknadsproduktion_tjan,2,2014,364.339
marknadsproduktion_tjan,2,2015,380.987
marknadsproduktion_tjan,2,2016,396.467
marknadsproduktion_tjan,2,2017,409.74
marknadsproduktion_tjan,2,2018,406.842
marknadsproduktion_tjan,2,2019,429.78
offentl_mynd,2,2008,0
offentl_mynd,2,2009,0
offentl_mynd,2,2010,0
offentl_mynd,2,2011,0
offentl_mynd,2,2012,0
offentl_mynd,2,2013,0
offentl_mynd,2,2014,0
offentl_mynd,2,2015,0
offentl_mynd,2,2016,0
offentl_mynd,2,2017,0
offentl_mynd,2,2018,0
offentl_mynd,2,2019,0
privat_kons,2,2008,
privat_kons,2,2009,
privat_kons,2,2010,
privat_kons,2,2011,
privat_kons,2,2012,
privat_kons,2,2013,
privat_kons,2,2014,
privat_kons,2,2015,
privat_kons,2,2016,
privat_kons,2,2017,
privat_kons,2,2018,
privat_kons,2,2019,
bransch_ospe,2,2008,0
bransch_ospe,2,2009,0
bransch_ospe,2,2010,0
bransch_ospe,2,2011,0
bransch_ospe,2,2012,0
bransch_ospe,2,2013,0
bransch_ospe,2,2014,0
bransch_ospe,2,2015,0
bransch_ospe,2,2016,0
bransch_ospe,2,2017,0
bransch_ospe,2,2018,0
bransch_ospe,2,2019,0
totalt_tota,3,2008,8305.793
totalt_tota,3,2009,7926.687
totalt_tota,3,2010,8287.12
totalt_tota,3,2011,8566.602
totalt_tota,3,2012,8353.033
totalt_tota,3,2013,8220.543
totalt_tota,3,2014,8158.934
totalt_tota,3,2015,8036.57
totalt_tota,3,2016,8095.153
totalt_tota,3,2017,8203.915
totalt_tota,3,2018,8024.837
totalt_tota,3,2019,8288.142
marknadsproduktion_varo,3,2008,8077.12
marknadsproduktion_varo,3,2009,7702.68
marknadsproduktion_varo,3,2010,8032.09
marknadsproduktion_varo,3,2011,8284.69
marknadsproduktion_varo,3,2012,8061.3
marknadsproduktion_varo,3,2013,7927.71
marknadsproduktion_varo,3,2014,7867.56
marknadsproduktion_varo,3,2015,7739.33
marknadsproduktion_varo,3,2016,7790.28
marknadsproduktion_varo,3,2017,7886.2
marknadsproduktion_varo,3,2018,7701.74
marknadsproduktion_varo,3,2019,7966.75
marknadsproduktion_tjan,3,2008,228.673
marknadsproduktion_tjan,3,2009,224.007
marknadsproduktion_tjan,3,2010,255.03
marknadsproduktion_tjan,3,2011,281.912
marknadsproduktion_tjan,3,2012,291.733
marknadsproduktion_tjan,3,2013,292.833
marknadsproduktion_tjan,3,2014,291.374
marknadsproduktion_tjan,3,2015,297.24
marknadsproduktion_tjan,3,2016,304.873
marknadsproduktion_tjan,3,2017,317.715
marknadsproduktion_tjan,3,2018,323.097
marknadsproduktion_tjan,3,2019,321.392
offentl_mynd,3,2008,0
offentl_mynd,3,2009,0
offentl_mynd,3,2010,0
offentl_mynd,3,2011,0
offentl_mynd,3,2012,0
offentl_mynd,3,2013,0
offentl_mynd,3,2014,0
offentl_mynd,3,2015,0
offentl_mynd,3,2016,0
offentl_mynd,3,2017,0
offentl_mynd,3,2018,0
offentl_mynd,3,2019,0
privat_kons,3,2008,
privat_kons,3,2009,
privat_kons,3,2010,
privat_kons,3,2011,
privat_kons,3,2012,
privat_kons,3,2013,
privat_kons,3,2014,
privat_kons,3,2015,
privat_kons,3,2016,
privat_kons,3,2017,
privat_kons,3,2018,
privat_kons,3,2019,
bransch_ospe,3,2008,0
bransch_ospe,3,2009,0
bransch_ospe,3,2010,0
bransch_ospe,3,2011,0
bransch_ospe,3,2012,0
bransch_ospe,3,2013,0
bransch_ospe,3,2014,0
bransch_ospe,3,2015,0
bransch_ospe,3,2016,0
bransch_ospe,3,2017,0
bransch_ospe,3,2018,0
bransch_ospe,3,2019,0
totalt_tota,4,2008,16339.116
totalt_tota,4,2009,15953.048
totalt_tota,4,2010,16597.617
totalt_tota,4,2011,17059.908
totalt_tota,4,2012,16808.702
totalt_tota,4,2013,16358.027
totalt_tota,4,2014,16359.018
totalt_tota,4,2015,16446.651
totalt_tota,4,2016,16790.814
totalt_tota,4,2017,16804.239
totalt_tota,4,2018,16672.349
totalt_tota,4,2019,16698.757
marknadsproduktion_varo,4,2008,15853.71
marknadsproduktion_varo,4,2009,15488
marknadsproduktion_varo,4,2010,16098.44
marknadsproduktion_varo,4,2011,16531.8
marknadsproduktion_varo,4,2012,16266.71
marknadsproduktion_varo,4,2013,15811.15
marknadsproduktion_varo,4,2014,15803.33
marknadsproduktion_varo,4,2015,15873.27
marknadsproduktion_varo,4,2016,16190.85
marknadsproduktion_varo,4,2017,16192.69
marknadsproduktion_varo,4,2018,16048.37
marknadsproduktion_varo,4,2019,16039.05
marknadsproduktion_tjan,4,2008,485.406
marknadsproduktion_tjan,4,2009,465.048
marknadsproduktion_tjan,4,2010,499.177
marknadsproduktion_tjan,4,2011,528.108
marknadsproduktion_tjan,4,2012,541.992
marknadsproduktion_tjan,4,2013,546.877
marknadsproduktion_tjan,4,2014,555.688
marknadsproduktion_tjan,4,2015,573.381
marknadsproduktion_tjan,4,2016,599.964
marknadsproduktion_tjan,4,2017,611.549
marknadsproduktion_tjan,4,2018,623.979
marknadsproduktion_tjan,4,2019,659.707
offentl_mynd,4,2008,0
offentl_mynd,4,2009,0
offentl_mynd,4,2010,0
offentl_mynd,4,2011,0
offentl_mynd,4,2012,0
offentl_mynd,4,2013,0
offentl_mynd,4,2014,0
offentl_mynd,4,2015,0
offentl_mynd,4,2016,0
offentl_mynd,4,2017,0
offentl_mynd,4,2018,0
offentl_mynd,4,2019,0
privat_kons,4,2008,
privat_kons,4,2009,
privat_kons,4,2010,
privat_kons,4,2011,
privat_kons,4,2012,
privat_kons,4,2013,
privat_kons,4,2014,
privat_kons,4,2015,
privat_kons,4,2016,
privat_kons,4,2017,
privat_kons,4,2018,
privat_kons,4,2019,
bransch_ospe,4,2008,0
bransch_ospe,4,2009,0
bransch_ospe,4,2010,0
bransch_ospe,4,2011,0
bransch_ospe,4,2012,0
bransch_ospe,4,2013,0
bransch_ospe,4,2014,0
bransch_ospe,4,2015,0
bransch_ospe,4,2016,0
bransch_ospe,4,2017,0
bransch_ospe,4,2018,0
bransch_ospe,4,2019,0
totalt_tota,5,2008,18061.875
totalt_tota,5,2009,17145.642
totalt_tota,5,2010,17565.207
totalt_tota,5,2011,18326.912
totalt_tota,5,2012,18052.162
totalt_tota,5,2013,17773.459
totalt_tota,5,2014,17824.464
totalt_tota,5,2015,18345.43
totalt_tota,5,2016,18561.752
totalt_tota,5,2017,18889.061
totalt_tota,5,2018,18598.957
totalt_tota,5,2019,18572.161
marknadsproduktion_varo,5,2008,17770.02
marknadsproduktion_varo,5,2009,16873.37
marknadsproduktion_varo,5,2010,17255.44
marknadsproduktion_varo,5,2011,18002.64
marknadsproduktion_varo,5,2012,17722.36
marknadsproduktion_varo,5,2013,17429.39
marknadsproduktion_varo,5,2014,17460.64
marknadsproduktion_varo,5,2015,17961.8
marknadsproduktion_varo,5,2016,18152.55
marknadsproduktion_varo,5,2017,18465.39
marknadsproduktion_varo,5,2018,18171.7
marknadsproduktion_varo,5,2019,18143.27
marknadsproduktion_tjan,5,2008,291.855
marknadsproduktion_tjan,5,2009,272.272
marknadsproduktion_tjan,5,2010,309.767
marknadsproduktion_tjan,5,2011,324.272
marknadsproduktion_tjan,5,2012,329.802
marknadsproduktion_tjan,5,2013,344.069
marknadsproduktion_tjan,5,2014,363.824
marknadsproduktion_tjan,5,2015,383.63
marknadsproduktion_tjan,5,2016,409.202
marknadsproduktion_tjan,5,2017,423.671
marknadsproduktion_tjan,5,2018,427.257
marknadsproduktion_tjan,5,2019,428.891
offentl_mynd,5,2008,0
offentl_mynd,5,2009,0
offentl_mynd,5,2010,0
offentl_mynd,5,2011,0
offentl_mynd,5,2012,0
offentl_mynd,5,2013,0
offentl_mynd,5,2014,0
offentl_mynd,5,2015,0
offentl_mynd,5,2016,0
offentl_mynd,5,2017,0
offentl_mynd,5,2018,0
offentl_mynd,5,2019,0
privat_kons,5,2008,
privat_kons,5,2009,
privat_kons,5,2010,
privat_kons,5,2011,
privat_kons,5,2012,
privat_kons,5,2013,
privat_kons,5,2014,
privat_kons,5,2015,
privat_kons,5,2016,
privat_kons,5,2017,
privat_kons,5,2018,
privat_kons,5,2019,
bransch_ospe,5,2008,0
bransch_ospe,5,2009,0
bransch_ospe,5,2010,0
bransch_ospe,5,2011,0
bransch_ospe,5,2012,0
bransch_ospe,5,2013,0
bransch_ospe,5,2014,0
bransch_ospe,5,2015,0
bransch_ospe,5,2016,0
bransch_ospe,5,2017,0
bransch_ospe,5,2018,0
bransch_ospe,5,2019,0
totalt_tota,6,2008,9748.964
totalt_tota,6,2009,9380.041
totalt_tota,6,2010,9684.113
totalt_tota,6,2011,10247.606
totalt_tota,6,2012,9857.323
totalt_tota,6,2013,9384.464
totalt_tota,6,2014,9378.946
totalt_tota,6,2015,9212.922
totalt_tota,6,2016,9217.597
totalt_tota,6,2017,9467.099
totalt_tota,6,2018,9130.635
totalt_tota,6,2019,9323.923
marknadsproduktion_varo,6,2008,9587.2
marknadsproduktion_varo,6,2009,9231.68
marknadsproduktion_varo,6,2010,9522.39
marknadsproduktion_varo,6,2011,10085.78
marknadsproduktion_varo,6,2012,9693.97
marknadsproduktion_varo,6,2013,9209.72
marknadsproduktion_varo,6,2014,9201.2
marknadsproduktion_varo,6,2015,9020.03
marknadsproduktion_varo,6,2016,9020.48
marknadsproduktion_varo,6,2017,9258.84
marknadsproduktion_varo,6,2018,8914.92
marknadsproduktion_varo,6,2019,9102.39
marknadsproduktion_tjan,6,2008,161.764
marknadsproduktion_tjan,6,2009,148.361
marknadsproduktion_tjan,6,2010,161.723
marknadsproduktion_tjan,6,2011,161.826
marknadsproduktion_tjan,6,2012,163.353
marknadsproduktion_tjan,6,2013,174.744
marknadsproduktion_tjan,6,2014,177.746
marknadsproduktion_tjan,6,2015,192.892
marknadsproduktion_tjan,6,2016,197.117
marknadsproduktion_tjan,6,2017,208.259
marknadsproduktion_tjan,6,2018,215.715
marknadsproduktion_tjan,6,2019,221.533
offentl_mynd,6,2008,0
offentl_mynd,6,2009,0
offentl_mynd,6,2010,0
offentl_mynd,6,2011,0
offentl_mynd,6,2012,0
offentl_mynd,6,2013,0
offentl_mynd,6,2014,0
offentl_mynd,6,2015,0
offentl_mynd,6,2016,0
offentl_mynd,6,2017,0
offentl_mynd,6,2018,0
offentl_mynd,6,2019,0
privat_kons,6,2008,
privat_kons,6,2009,
privat_kons,6,2010,
privat_kons,6,2011,
privat_kons,6,2012,
privat_kons,6,2013,
privat_kons,6,2014,
privat_kons,6,2015,
privat_kons,6,2016,
privat_kons,6,2017,
privat_kons,6,2018,
privat_kons,6,2019,
bransch_ospe,6,2008,0
bransch_ospe,6,2009,0
bransch_ospe,6,2010,0
bransch_ospe,6,2011,0
bransch_ospe,6,2012,0
bransch_ospe,6,2013,0
bransch_ospe,6,2014,0
bransch_ospe,6,2015,0
bransch_ospe,6,2016,0
bransch_ospe,6,2017,0
bransch_ospe,6,2018,0
bransch_ospe,6,2019,0
totalt_tota,7,2008,13661.483
totalt_tota,7,2009,13295.507
totalt_tota,7,2010,13759.428
totalt_tota,7,2011,14395.32
totalt_tota,7,2012,14107.71
totalt_tota,7,2013,13871.808
